,clarity,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,carat,depth,table,x,y,z
17,3,18207,0,0,0,1,0,0,0,0,0,1,0,0,2.5772151501084744,-0.6532360416170926,1.9997995615987578,2.1646994638167834,2.1333928454368274,2.022594906613491
18,1,4672,0,0,0,1,0,1,0,0,0,0,0,0,0.438979053482932,-1.000203163069201,-0.20973360730648113,0.727395582917392,0.6862541575051091,0.5681875310087691
19,5,816,0,0,1,0,0,0,1,0,0,0,0,0,-1.0429667560595228,-0.028695223003293625,-0.6516402410875289,-1.2634042024277268,-1.246260239422341,-1.2462216702406854
20,1,4843,0,0,1,0,0,0,0,1,0,0,0,0,0.438979053482932,0.665239019900923,-0.20973360730648113,0.5488485169671578,0.5783928888393909,0.654587969163505
21,2,1425,0,0,0,0,1,0,0,1,0,0,0,0,-0.513700395508646,1.4979601113859802,0.6740796602556144,-0.5224338787342518,-0.4732544806513612,-0.3246169965901692
22,3,2918,0,0,0,0,1,0,0,1,0,0,0,0,-0.1961405791781202,-1.5553505573925723,0.23217302647456664,0.06677143890152351,0.1109940579546125,-0.09421582817753982
23,2,11533,0,0,0,0,1,0,1,0,0,0,0,0,1.4763411201626504,-0.23687549587456158,0.6740796602556144,1.3344556071481912,1.4952136724979956,1.3745916204529711
24,4,15819,0,0,0,0,1,0,0,1,0,0,0,0,1.5186824290067205,1.4285666870955573,-0.6516402410875289,1.3433829604457028,1.3963408428877537,1.5761926428140214
25,1,2283,0,0,1,0,0,0,1,0,0,0,0,0,-0.21731123360015528,0.5264521713200777,-1.5354535086496246,-0.05821150726364143,-0.032820966933011855,0.02098475602877488
26,3,2454,0,0,0,0,1,0,0,0,1,0,0,0,-0.1961405791781202,1.2203864142242944,-0.20973360730648113,-0.12070298034622311,-0.09574004032134771,0.035384829054563895
27,1,1435,1,0,0,0,0,0,1,0,0,0,0,0,-0.38667646897643576,-2.457465073168052,1.1159862940366623,-0.04035680066861753,-0.2125897480425423,-0.4110174347449052
28,4,2916,0,0,0,0,1,0,0,0,0,1,0,0,-0.15379927033405003,-0.6532360416170926,-0.20973360730648113,0.04891673230649961,0.0750403017327064,-0.007815390022803795
29,4,1000,0,0,1,0,0,0,1,0,0,0,0,0,-0.8947721751052774,-0.09808864729371627,-0.6516402410875289,-0.9777288969073505,-0.9676186287025693,-0.9726202827506883
30,2,5219,0,1,0,0,0,1,0,0,0,0,0,0,0.46014970790496706,-0.5144491930362473,2.4417061953798056,0.6559767565372988,0.7132194746715389,0.6113877500861373
31,3,16677,0,0,0,0,1,0,0,0,0,1,0,0,2.5560444956864385,1.2203864142242944,0.6740796602556144,1.9415156313789896,1.899693429994439,2.1089953447682266
32,1,5715,0,0,1,0,0,0,0,1,0,0,0,0,0.9047334507677034,0.7346324441913408,-0.20973360730648113,0.888087942272604,1.0008495244467877,1.0433899408598162
33,1,2279,0,0,0,0,1,1,0,0,0,0,0,0,-0.1961405791781202,0.0406982012871241,2.4417061953798056,-0.013574740776082068,-0.06877472315491795,-0.03661553607438247
34,1,608,0,0,0,1,0,0,0,0,1,0,0,0,-0.9371134839493476,0.11009162557754675,-0.6516402410875289,-1.0312930166924215,-1.0754798973682875,-1.0302205748538458
35,4,2200,0,0,0,0,1,0,1,0,0,0,0,0,-0.450188432242541,-0.375662344455402,0.23217302647456664,-0.3081773995939697,-0.26652038237540104,-0.3246169965901692
36,4,3198,0,0,1,0,0,0,1,0,0,0,0,0,-0.1961405791781202,-0.23687549587456158,0.6740796602556144,-0.03142944737110597,0.0031327892888942297,-0.03661553607438247
37,1,1272,0,0,0,1,0,0,0,1,0,0,0,0,-0.42901777782050593,-1.5553505573925723,1.55789292781771,-0.2367585732138757,-0.26652038237540104,-0.4110174347449052
38,2,447,0,0,0,0,1,0,0,0,1,0,0,0,-1.064137410481558,-0.23687549587456158,-0.20973360730648113,-1.2812589090227506,-1.255248678477818,-1.2750218162922642
39,1,4906,0,0,0,1,0,0,0,0,0,1,0,0,0.8412214875015982,-1.4859571331021497,1.1159862940366623,1.0398529483303036,0.9828726463358342,0.7985886994213978
40,6,11717,0,0,0,1,0,0,0,0,1,0,0,0,0.7565388698134579,-0.09808864729371627,-1.0935468748685768,0.9862888285452327,0.8750113776701158,0.9137892836277125
41,4,8556,0,0,1,0,0,0,0,0,1,0,0,0,0.798880178657528,0.11009162557754675,-0.6516402410875289,0.9505794153551856,0.9109651338920219,0.9425894296792918
42,4,1218,0,0,1,0,0,0,0,0,0,0,1,0,-0.788918902995102,0.0406982012871241,-1.0935468748685768,-0.7723997710645809,-0.7608845304266092,-0.7566191873638487
43,3,1251,0,0,0,0,1,0,0,1,0,0,0,0,-0.6830656308849268,-0.4450557687458246,0.23217302647456664,-0.6206347650068813,-0.5721273102616024,-0.6270185301317449
44,6,676,0,0,0,0,1,0,0,0,1,0,0,0,-1.0217961016374877,-0.5838426173266699,-0.20973360730648113,-1.1919853760476327,-1.1743527269785288,-1.2318215972148965
45,3,1746,0,0,1,0,0,0,0,0,1,0,0,0,-0.42901777782050593,0.24887847415839207,-0.20973360730648113,-0.28139533970143504,-0.3474163338746895,-0.28141677751280086
46,2,6557,0,0,1,0,0,1,0,0,0,0,0,0,0.9047334507677034,-0.5838426173266699,-1.5354535086496246,1.1291264813054207,1.0907339150015525,1.014589794808238
47,3,544,0,0,1,0,0,0,0,0,1,0,0,0,-1.0429667560595228,0.1794850498679694,-0.20973360730648113,-1.2544768491302152,-1.2372718003668646,-1.2174215241891069
48,1,4809,0,0,1,0,0,0,0,1,0,0,0,0,0.6295149432812478,-0.9308097387787783,-1.0935468748685768,0.8791605889750924,0.9199535729474982,0.7697885533698198
49,7,1046,0,0,1,0,0,0,0,1,0,0,0,0,-1.0429667560595228,0.24887847415839207,-1.0935468748685768,-1.2455494958327036,-1.2642371175332945,-1.2174215241891069
50,2,5390,0,0,0,0,1,0,0,0,0,0,0,1,0.8200508330795631,-1.208383435940464,-0.20973360730648113,1.0577076549253266,1.0278148416132165,0.8705890645503455
51,0,2225,0,1,0,0,0,0,1,0,0,0,0,0,0.22727250926258133,-2.8044321946201602,2.4417061953798056,0.49528439718208683,0.5424391326174848,0.1505854132608786
52,2,3643,0,0,0,0,1,0,0,0,0,1,0,0,0.20610185484054624,0.8734192927721861,0.23217302647456664,0.34351939112438723,0.3896356686743841,0.481787092854033
53,3,1576,0,0,0,1,0,0,1,0,0,0,0,0,-0.5983830131967863,0.5264521713200777,1.1159862940366623,-0.5759979985193227,-0.5451619930951734,-0.4974178728996406
54,2,4188,0,0,0,0,1,0,0,1,0,0,0,0,0.22727250926258133,0.9428127170626087,1.1159862940366623,0.34351939112438723,0.38064722961890773,0.481787092854033
55,3,5217,0,0,1,0,0,0,0,0,0,0,0,1,0.9047334507677034,-0.16748207158413894,-0.20973360730648113,1.030925595032792,1.081745475946076,1.0289898678340272
56,5,6892,0,0,0,0,1,0,1,0,0,0,0,0,0.20610185484054624,1.3591732628051396,-0.20973360730648113,0.3167373312318518,0.3357050343415253,0.49618716587982264
57,2,759,0,0,1,0,0,0,0,0,1,0,0,0,-0.8312602118391722,-0.23687549587456158,-0.6516402410875289,-0.8348912441471633,-0.823803603814945,-0.8430196255185847
58,1,726,0,0,0,1,0,0,0,0,0,0,1,0,-0.788918902995102,-1.3471702845213092,0.6740796602556144,-0.71883565127951,-0.7608845304266092,-0.8718197715701633
59,2,511,0,0,1,0,0,0,0,0,0,1,0,0,-1.0006254472154528,-0.5838426173266699,-0.6516402410875289,-1.1116391963700272,-1.0934567754792404,-1.1454211590601604
60,3,880,0,0,0,1,0,0,0,1,0,0,0,0,-0.9794547927934176,-0.375662344455402,0.6740796602556144,-1.093784489775004,-1.1473874098120997,-1.1454211590601604
61,1,3846,0,0,0,1,0,0,0,1,0,0,0,0,0.438979053482932,-0.028695223003293625,0.23217302647456664,0.638122049942275,0.5963697669503443,0.6113877500861373
62,5,1290,0,0,0,1,0,1,0,0,0,0,0,0,-0.8736015206832423,0.8734192927721861,-0.20973360730648113,-0.9420194837173036,-0.985595506813522,-0.8718197715701633
63,2,1438,0,0,0,0,1,0,1,0,0,0,0,0,-0.5983830131967863,-1.6941374059734176,0.6740796602556144,-0.43316034575913465,-0.40134696820754906,-0.5982183840801663
64,4,11557,0,0,1,0,0,0,0,0,0,1,0,0,1.4763411201626504,-0.5144491930362473,-0.29811493406269196,1.4415838467183322,1.4862252334425194,1.3745916204529711
65,5,917,0,0,1,0,0,0,0,0,1,0,0,0,-0.9159428295273124,0.11009162557754675,-1.5354535086496246,-0.9955836035023745,-0.9676186287025693,-0.9582202097248994
66,4,8011,0,0,1,0,0,0,0,1,0,0,0,0,0.46014970790496706,-0.5144491930362473,-0.6516402410875289,0.6649041098348104,0.6952425965605854,0.6113877500861373
67,5,597,0,0,0,0,1,0,1,0,0,0,0,0,-1.148820028169698,0.5958455956105004,0.23217302647456664,-1.4955153881630319,-1.4709712158092538,-1.4190225465501576
68,2,7797,0,0,0,0,1,0,0,0,0,0,1,0,1.5398530834287556,0.9428127170626087,-0.6516402410875289,1.4058744335282853,1.3603870866658476,1.5185923507108638
69,2,3295,0,0,0,1,0,0,1,0,0,0,0,0,0.03673661946426554,0.5264521713200777,-0.6516402410875289,0.23639115155424623,0.191890009453901,0.28018607049298294
70,3,3245,0,0,1,0,0,1,0,0,0,0,0,0,-0.1961405791781202,0.8734192927721861,-0.6516402410875289,-0.049284153966129084,-0.08675160126587059,0.04978490208035355
71,4,1033,0,0,0,1,0,0,1,0,0,0,0,0,-0.9794547927934176,-1.2777768602308865,0.23217302647456664,-1.040220369989933,-1.084468336423764,-1.1742213051117392
72,3,621,0,0,1,0,0,0,1,0,0,0,0,0,-1.064137410481558,-0.30626892016498425,-0.20973360730648113,-1.2901862623202622,-1.2642371175332945,-1.2894218893180538
73,3,1624,0,0,1,0,0,0,1,0,0,0,0,0,-0.6407243220408566,0.3182718984488147,-1.0935468748685768,-0.6027800584118573,-0.5901041883725558,-0.555018165002798
74,4,8244,0,0,1,0,0,0,1,0,0,0,0,0,0.46014970790496706,-1.1389900116500413,-0.20973360730648113,0.7541776428099275,0.6952425965605854,0.5681875310087691
75,4,14375,0,0,0,1,0,0,0,0,1,0,0,0,1.4975117745846853,-1.1389900116500413,0.23217302647456664,1.5219300263959379,1.5581327458863314,1.3601915474271822
76,4,17330,0,1,0,0,0,0,0,1,0,0,0,0,1.8997542086033516,-2.873825618910583,2.4417061953798056,1.8879515115939196,1.8547512347170558,1.3889916934787603
77,1,3346,0,0,0,1,0,0,0,0,0,1,0,0,0.3542964357947916,-2.0411045274255257,0.23217302647456664,0.6202673433472518,0.5963697669503443,0.33778636259613964
78,3,720,0,0,0,1,0,0,0,0,1,0,0,0,-1.0217961016374877,-0.4450557687458246,0.23217302647456664,-1.1562759628575856,-1.1923296050894823,-1.2030214511633177
79,1,689,0,0,1,0,0,1,0,0,0,0,0,0,-0.9371134839493476,0.1794850498679694,-0.6516402410875289,-1.0223656633949099,-1.0664914583128113,-1.0158205018280566
80,2,540,0,0,1,0,0,0,0,0,0,1,0,0,-1.064137410481558,0.8040258684817634,-0.20973360730648113,-1.2991136156177736,-1.3361446299771065,-1.2318215972148965
81,3,658,0,0,1,0,0,0,1,0,0,0,0,0,-1.064137410481558,0.24887847415839207,-1.0935468748685768,-1.2901862623202622,-1.2732255565887707,-1.2462216702406854
82,5,707,0,0,0,1,0,0,0,0,1,0,0,0,-1.0429667560595228,-0.16748207158413894,0.23217302647456664,-1.2812589090227506,-1.2642371175332945,-1.2750218162922642
83,6,1001,0,0,1,0,0,0,0,1,0,0,0,0,-0.8312602118391722,-0.30626892016498425,-0.6516402410875289,-0.8438185974446749,-0.8327920428704213,-0.8574196985443737
84,5,13006,0,0,1,0,0,0,1,0,0,0,0,0,0.9470747596117736,-0.5838426173266699,1.1159862940366623,1.0577076549253266,1.0997223540570287,0.9857896487566601
85,2,2176,1,0,0,0,0,0,0,0,0,1,0,0,-0.21731123360015528,1.914320657128511,0.6740796602556144,-0.18319445342880558,-0.2125897480425423,0.02098475602877488
86,2,1915,0,0,0,1,0,0,0,0,0,1,0,0,-0.09028730706794476,-0.5838426173266699,0.6740796602556144,0.14711761857912908,0.10200561889913617,0.04978490208035355
87,6,16253,0,0,1,0,0,1,0,0,0,0,0,0,0.9047334507677034,0.4570587470296551,-0.20973360730648113,1.0130708884377682,0.9738842072803578,1.0577900138856065
88,4,17408,1,0,0,0,0,0,0,0,0,0,1,0,2.640727113374579,4.134910234422007,0.23217302647456664,1.7808232720237784,1.737901526995861,2.411396878309802
89,4,2609,0,0,1,0,0,0,0,0,0,0,1,0,-0.1326286159120149,-0.7226294659075103,-1.0935468748685768,0.08462614549654662,0.11998249701008881,0.02098475602877488
90,3,9384,0,0,0,1,0,0,0,0,0,0,1,0,1.9209248630253866,0.4570587470296551,1.55789292781771,1.718331798941196,1.6570055754965727,1.7489935191234933
91,2,11437,0,0,1,0,0,0,1,0,0,0,0,0,1.6880476643830011,0.11009162557754675,-1.5354535086496246,1.6201309126685666,1.5761096239972843,1.6049927888656006
92,1,983,0,0,0,0,1,0,0,0,1,0,0,0,-0.6407243220408566,-2.179891376006366,1.55789292781771,-0.5224338787342518,-0.4822429197068376,-0.7278190413122699
93,7,8793,0,0,0,0,1,0,0,0,1,0,0,0,0.8835627963456684,0.1794850498679694,0.6740796602556144,0.9416520620576742,0.9918610853913105,0.9857896487566601
94,1,8074,0,0,0,1,0,0,0,0,0,1,0,0,1.4975117745846853,0.7346324441913408,1.1159862940366623,1.3523103137432144,1.3244333304439415,1.4465919855819176
95,3,975,0,0,1,0,0,0,1,0,0,0,0,0,-0.8524308662612072,0.8040258684817634,-1.0935468748685768,-0.897382717229745,-0.9136879943697098,-0.814219479467006
96,7,1243,0,0,1,0,0,0,1,0,0,0,0,0,-0.9794547927934176,0.1794850498679694,-0.6516402410875289,-1.1116391963700272,-1.1473874098120997,-1.1022209399827927
97,4,1665,0,0,1,0,0,0,0,0,1,0,0,0,-0.5983830131967863,-0.028695223003293625,-0.20973360730648113,-0.5224338787342518,-0.5092082368732673,-0.5118179459254303
98,4,470,0,0,0,0,1,0,1,0,0,0,0,0,-1.1276493737476632,0.11009162557754675,0.6740796602556144,-1.4151692084854264,-1.381086825254489,-1.3758223274727899
99,4,652,0,0,1,0,0,0,0,0,1,0,0,0,-1.0429667560595228,-0.30626892016498425,-0.47487758757511045,-1.2366221425351913,-1.219294922255912,-1.2318215972148965
100,6,1433,0,0,0,0,1,0,1,0,0,0,0,0,-0.788918902995102,-1.000203163069201,0.23217302647456664,-0.790254477659604,-0.7339192132601802,-0.8574196985443737
101,7,14859,0,0,1,0,0,0,0,0,0,1,0,0,1.8150715909152113,-0.16748207158413894,-0.20973360730648113,1.6736950324536375,1.6570055754965727,1.6337929349171787
102,3,2550,0,0,0,0,1,0,0,0,0,1,0,0,-0.1749699247560851,-0.6532360416170926,0.6740796602556144,-0.004647387478570514,0.021109667399846873,0.006584683002985221
103,1,11400,0,1,0,0,0,0,0,0,0,0,1,0,2.534873841264404,1.706140384257248,-2.41926677621172,1.932588278081478,1.9176703081053916,2.195395782922963
104,3,10581,0,0,1,0,0,0,0,0,1,0,0,0,1.2858052303643346,-0.6532360416170926,-1.0935468748685768,1.3612376670407258,1.306456452332989,1.2305908901950786
105,4,1791,0,0,1,0,0,0,1,0,0,0,0,0,-0.513700395508646,0.38766532273923243,-0.20973360730648113,-0.39745093256908764,-0.43730072442945517,-0.3678172156675369
106,1,506,0,0,0,0,1,0,0,0,1,0,0,0,-1.064137410481558,1.0815995656434492,-0.20973360730648113,-1.3080409689152852,-1.345133069032583,-1.2174215241891069
107,4,2251,0,0,0,0,1,1,0,0,0,0,0,0,-0.5348710499306811,-1.5553505573925723,-0.6516402410875289,-0.3528141660815291,-0.3294394557637369,-0.5118179459254303
108,6,557,0,0,1,0,0,0,0,0,0,0,1,0,-1.0429667560595228,0.38766532273923243,-1.5354535086496246,-1.2276947892376797,-1.2103064832004349,-1.1742213051117392
109,2,507,0,0,0,0,1,0,1,0,0,0,0,0,-1.0429667560595228,0.8734192927721861,0.23217302647456664,-1.2991136156177736,-1.2912024346997242,-1.2030214511633177
110,2,672,0,0,0,0,1,0,1,0,0,0,0,0,-1.0217961016374877,1.2203864142242944,-0.6516402410875289,-1.2187674359401681,-1.2642371175332945,-1.1166210130085819
111,5,9909,0,1,0,0,0,0,0,0,0,0,1,0,1.4763411201626504,1.0815995656434492,0.23217302647456664,1.3344556071481912,1.369375525721324,1.504192277685075
112,5,645,0,0,1,0,0,0,0,0,0,1,0,0,-1.0217961016374877,-0.375662344455402,-0.6516402410875289,-1.2009127293451443,-1.1833411660340059,-1.2174215241891069
113,5,8622,0,0,0,0,1,0,0,0,0,0,0,1,1.4763411201626504,0.8040258684817634,0.23217302647456664,1.3433829604457028,1.4053292819432301,1.489792204659286
114,1,3998,0,0,0,1,0,0,0,0,1,0,0,0,0.4178083990608969,-1.9023176788446805,1.9997995615987578,0.691686169727345,0.650300401283203,0.4097867277250866
115,4,13939,0,0,0,1,0,0,0,0,0,0,1,0,2.1538020616677724,-0.23687549587456158,1.1159862940366623,1.8611694517013841,1.8457627956615794,1.8065938112266506
116,3,8062,0,0,0,1,0,0,0,0,0,1,0,0,1.1587813038321244,-0.16748207158413894,0.23217302647456664,1.2541094274705857,1.207583622722747,1.2017907441434992
117,6,977,0,0,1,0,0,0,0,0,1,0,0,0,-0.8524308662612072,-0.30626892016498425,-0.6516402410875289,-0.897382717229745,-0.8957111162587572,-0.915019990647531
118,2,3437,0,0,0,0,1,0,0,0,0,1,0,0,0.20610185484054624,0.7346324441913408,-0.20973360730648113,0.3524467444218988,0.3896356686743841,0.467387019828244
119,0,3544,0,0,1,0,0,0,0,1,0,0,0,0,0.5448323255931073,0.24887847415839207,-1.0935468748685768,0.709540876322369,0.7401847918379686,0.7553884803440307
120,3,4984,0,0,0,1,0,0,0,0,0,1,0,0,0.4178083990608969,-0.9308097387787783,0.23217302647456664,0.6827588164298335,0.6413119622277267,0.5393873849571903
121,5,3157,0,0,1,0,0,0,1,0,0,0,0,0,-0.3443351601323656,0.24887847415839207,-1.9773601424306724,-0.20997651332134104,-0.18562443087611252,-0.16621619330648618
122,2,2348,0,0,1,0,0,0,0,1,0,0,0,0,-0.21731123360015528,-0.16748207158413894,-0.6516402410875289,-0.004647387478570514,-0.04180940598848818,-0.03661553607438247
123,5,662,0,0,1,0,0,0,0,0,0,0,0,1,-0.8524308662612072,0.0406982012871241,-1.0935468748685768,-0.8795280106347219,-0.8597573600368511,-0.8574196985443737
124,1,3526,0,0,0,0,1,0,1,0,0,0,0,0,0.20610185484054624,1.0122061413530314,0.6740796602556144,0.3167373312318518,0.3626703515079551,0.467387019828244
125,5,1052,0,0,0,1,0,1,0,0,0,0,0,0,-1.0006254472154528,-0.9308097387787783,1.1159862940366623,-1.1027118430725156,-1.1563758488675762,-1.2030214511633177
126,2,732,0,0,0,0,1,1,0,0,0,0,0,0,-1.0429667560595228,1.2203864142242944,0.23217302647456664,-1.2901862623202622,-1.3271561909216303,-1.188621378137528
127,7,684,0,0,1,0,0,0,0,0,0,0,0,1,-1.0217961016374877,0.3182718984488147,-0.6516402410875289,-1.1919853760476327,-1.2372718003668646,-1.1742213051117392
128,2,756,0,0,0,1,0,1,0,0,0,0,0,0,-1.0217961016374877,-0.5838426173266699,1.1159862940366623,-1.1919853760476327,-1.219294922255912,-1.2462216702406854
129,2,15126,0,0,0,0,1,0,0,0,0,0,1,0,2.5560444956864385,-1.000203163069201,0.6740796602556144,2.1379174039242486,2.2142887969361174,1.9937947605619117
130,1,1435,0,0,1,0,0,0,0,0,0,1,0,0,-0.6195536676188215,0.1794850498679694,-1.0935468748685768,-0.5581432919242988,-0.5451619930951734,-0.5262180189512192
131,6,630,0,0,0,0,1,0,0,0,0,0,1,0,-0.8947721751052774,0.5958455956105004,0.6740796602556144,-1.0223656633949099,-0.9945839458689991,-0.9438201366991097
132,0,3141,0,0,0,0,1,0,1,0,0,0,0,0,0.46014970790496706,-0.7920228901979329,2.4417061953798056,0.638122049942275,0.6952425965605854,0.55378745798298
133,1,3818,0,0,0,1,0,0,0,0,0,0,1,0,0.438979053482932,0.5958455956105004,-1.0935468748685768,0.6113399900497395,0.5694044497839145,0.6689880421892941
134,1,10772,1,0,0,0,0,0,0,0,0,1,0,0,2.5560444956864385,3.4409759915177895,-0.6516402410875289,1.8343873918088487,1.8098090394396733,2.368196659232435
135,3,796,0,0,1,0,0,0,0,1,0,0,0,0,-0.8947721751052774,0.1794850498679694,-1.5354535086496246,-0.9866562502048629,-0.9496417505916159,-0.9438201366991097
136,0,2342,0,1,0,0,0,0,1,0,0,0,0,0,0.22727250926258133,-2.8044321946201602,2.4417061953798056,0.5399211636696454,0.49749693734010236,0.1505854132608786
137,2,1220,0,0,0,0,1,0,0,0,1,0,0,0,-0.6195536676188215,0.8734192927721861,-1.9773601424306724,-0.5759979985193227,-0.5541504321506497,-0.4686177268480619
138,6,895,0,0,1,0,0,0,1,0,0,0,0,0,-1.064137410481558,0.0406982012871241,-0.6516402410875289,-1.2901862623202622,-1.2912024346997242,-1.2750218162922642
139,4,776,0,0,1,0,0,0,0,0,1,0,0,0,-1.064137410481558,0.38766532273923243,-0.6516402410875289,-1.2723315557252382,-1.3091793128106768,-1.2462216702406854
140,2,2117,0,0,0,0,1,0,0,0,1,0,0,0,-0.21731123360015528,1.0122061413530314,0.23217302647456664,-0.09392092045368844,-0.1316937965432538,0.006584683002985221
141,3,1567,0,0,1,0,0,0,1,0,0,0,0,0,-0.5560417043527162,0.0406982012871241,-1.0935468748685768,-0.46886975894918165,-0.43730072442945517,-0.43981758079648325
142,2,10019,0,0,0,0,1,0,0,0,1,0,0,0,1.4763411201626504,0.24887847415839207,0.23217302647456664,1.3523103137432144,1.3963408428877537,1.4033917665045492
143,3,1939,0,0,1,0,0,1,0,0,0,0,0,0,-0.5560417043527162,-0.375662344455402,-0.6516402410875289,-0.4063782858665992,-0.46426604159588414,-0.4686177268480619
144,5,1935,0,0,1,0,0,0,0,0,1,0,0,0,-0.6407243220408566,0.24887847415839207,-1.0935468748685768,-0.5849253518168342,-0.626057944594462,-0.5694182380285876
145,7,1271,0,0,0,0,1,0,0,0,1,0,0,0,-0.8736015206832423,1.2203864142242944,-0.6516402410875289,-0.9598741903123275,-0.985595506813522,-0.8430196255185847
146,2,5650,0,0,0,1,0,0,0,1,0,0,0,0,0.5024910167490372,0.7346324441913408,-0.20973360730648113,0.6738314631323219,0.6143466450612969,0.7409884073182404
147,6,2572,0,1,0,0,0,0,0,0,0,0,1,0,-0.1961405791781202,1.4285666870955573,-0.6516402410875289,-0.04035680066861753,-0.08675160126587059,0.10738519418351089
148,1,6518,0,0,1,0,0,0,0,1,0,0,0,0,0.8835627963456684,0.5264521713200777,-0.6516402410875289,0.9862888285452327,0.9559073291694044,1.0433899408598162
149,0,2774,0,0,0,0,1,0,0,0,0,0,0,1,0.7777095242354929,-1.0695965873596187,1.55789292781771,0.9684341219502096,1.0368032806686938,0.8417889184987661
150,3,13756,0,0,1,0,0,0,0,0,0,1,0,0,1.8997542086033516,0.3182718984488147,-0.20973360730648113,1.718331798941196,1.6929593317184788,1.7489935191234933
151,2,3842,0,0,0,0,1,0,0,1,0,0,0,0,0.20610185484054624,0.7346324441913408,-0.6516402410875289,0.32566468452936415,0.3626703515079551,0.43858687377666533
152,3,5622,0,0,0,1,0,0,0,0,0,0,1,0,0.9047334507677034,-0.028695223003293625,0.23217302647456664,1.0041435351402566,0.9918610853913105,0.9857896487566601
153,2,11796,0,0,0,0,1,0,0,0,1,0,0,0,2.0479487895575974,0.9428127170626087,-0.20973360730648113,1.7272591522387075,1.6929593317184788,1.849794030304019
154,3,6843,0,0,0,1,0,0,1,0,0,0,0,0,0.438979053482932,0.3182718984488147,0.23217302647456664,0.5488485169671578,0.5963697669503443,0.6113877500861373
155,5,828,0,0,0,1,0,0,0,0,0,1,0,0,-1.0217961016374877,0.38766532273923243,0.23217302647456664,-1.2276947892376797,-1.2732255565887707,-1.2030214511633177
156,4,1815,0,0,1,0,0,0,0,0,1,0,0,0,-0.5348710499306811,-0.5144491930362473,-0.6516402410875289,-0.36174151937904064,-0.3833700900965956,-0.42541750777069426
157,2,2415,0,0,1,0,0,0,0,0,1,0,0,0,-0.21731123360015528,-0.5838426173266699,-0.20973360730648113,0.03998937900898805,0.021109667399846873,-0.03661553607438247
